Month_Yr,State,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
2009-04,Idaho,2009,7.65,0.0075,0.1166665,0.178875
2009-05,Idaho,2009,6.700948774193549,0.034231709677419356,0.2625865483870968,0.10114025806451613
2009-06,Idaho,2009,5.444965695652174,0.034925739130434785,0.20687560869565216,0.12848839130434783
2009-07,Idaho,2009,6.7556501578947366,0.03450447368421053,0.17603584210526316,0.22154834210526317
2010-01,Idaho,2010,10.391369,0.01867496153846154,0.043060442307692307,0.19561889423076922
2010-02,Idaho,2010,10.016654464285715,0.01983332142857143,0.039520767857142855,0.20342258928571427
2010-03,Idaho,2010,8.507203838709678,0.029538967741935485,0.04762066129032258,0.17455854838709678
2010-04,Idaho,2010,7.723339366666667,0.03133336666666667,0.17011515,0.17361106666666667
2010-05,Idaho,2010,5.070625548387096,0.032535,0.20064732258064516,0.13376153225806453
2010-06,Idaho,2010,5.5451032,0.030755566666666668,0.28242538333333334,0.12616543333333333
2010-07,Idaho,2010,7.196307193548387,0.03380638709677419,0.40180240322580646,0.13555106451612903
2010-08,Idaho,2010,8.464576,0.03446367741935484,0.5365319838709678,0.15483870967741936
2010-09,Idaho,2010,11.047008133333334,0.025493066666666668,0.6848782333333333,0.17444448333333334
2010-10,Idaho,2010,13.062003290322581,0.02096458064516129,0.6946804516129033,0.21384408064516128
2010-11,Idaho,2010,10.927657033333332,0.020263833333333335,0.4009469333333333,0.2181282
2010-12,Idaho,2010,14.956914129032258,0.017867645161290323,0.31168267741935485,0.25580532258064514
2011-01,Idaho,2011,9.971031045454545,0.012875181818181819,0.7271129318181818,0.275376
2011-02,Idaho,2011,8.927273,0.015714,0.4546585,0.2048915
