Month_Yr,State,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
2001-04,Massachusetts,2001,25.425984833333334,0.024284766666666666,6.144163033333333,0.21018125
2001-05,Massachusetts,2001,23.23495670967742,0.025264709677419353,5.007122822580645,0.1974598870967742
2001-06,Massachusetts,2001,21.9723738,0.026536066666666667,6.18747635,0.28543518333333334
2001-07,Massachusetts,2001,19.553087451612903,0.02534948387096774,6.430920467741935,0.13572162903225807
2001-08,Massachusetts,2001,22.154802571428572,0.025437428571428573,6.875968964285715,0.322683125
2001-09,Massachusetts,2001,20.76413492857143,0.014359142857142857,6.207904892857143,0.2982588214285714
2001-10,Massachusetts,2001,25.17396251851852,0.015788555555555556,2.7109282962962964,0.26672033333333334
2001-11,Massachusetts,2001,28.167596583333335,0.007329916666666667,6.1650081666666665,0.4230306875
2001-12,Massachusetts,2001,30.540744967741936,0.00581683870967742,7.177430838709677,0.5635853870967742
2002-01,Massachusetts,2002,33.7458965,0.0064625,6.670879979166666,0.5308769791666667
2002-02,Massachusetts,2002,32.253057392857144,0.013096714285714286,6.25807875,0.4986110357142857
2002-03,Massachusetts,2002,29.622779967741938,0.017258967741935485,4.894697483870968,0.4882768709677419
2002-04,Massachusetts,2002,23.3820454,0.025097266666666666,2.88019535,0.34114655
2002-05,Massachusetts,2002,22.57245035483871,0.026294387096774195,2.501261564516129,0.3404834516129032
2002-06,Massachusetts,2002,19.640713929347825,0.029572423913043478,3.692008543478261,0.4376091277173913
2002-07,Massachusetts,2002,18.37208276190476,0.024431142857142856,2.508746904761905,0.18712097619047618
2002-08,Massachusetts,2002,19.33808253846154,0.027682461538461538,5.11718575,0.06281415384615384
2002-09,Massachusetts,2002,18.793045914893618,0.017711936170212765,4.280516414893617,0.3179311914893617
2002-10,Massachusetts,2002,19.862246612903228,0.013557806451612904,5.845587564516129,0.3818584193548387
2002-11,Massachusetts,2002,20.85932440909091,0.013438772727272728,6.188354159090909,0.3838676590909091
2002-12,Massachusetts,2002,26.703857193548387,0.010169,8.548025161290322,0.4759276129032258
2003-01,Massachusetts,2003,27.802760774193548,0.01279441935483871,8.661332661290322,0.4730764193548387
2003-02,Massachusetts,2003,30.988930214285713,0.01411607142857143,8.29474225,0.6963460357142857
2003-03,Massachusetts,2003,28.14713651612903,0.019284935483870967,6.20271679032258,0.6308178709677419
2003-04,Massachusetts,2003,23.219357266666666,0.027831966666666666,4.541935183333333,0.54841125
2003-05,Massachusetts,2003,20.987775258064516,0.02147174193548387,5.0657915000000004,0.6251200322580646
2003-06,Massachusetts,2003,20.785738033333335,0.028745366666666668,4.275419916666666,0.7035597333333333
2003-07,Massachusetts,2003,19.686050612903227,0.030791193548387098,4.037357741935484,0.5389252096774193
2003-08,Massachusetts,2003,17.698826548387096,0.02238583870967742,4.0848944838709675,0.572099
2003-09,Massachusetts,2003,17.80782,0.015548233333333333,4.559695133333333,0.57720545
2003-10,Massachusetts,2003,20.283303612903225,0.01348341935483871,5.760149709677419,0.5615423870967742
2003-11,Massachusetts,2003,21.3044354,0.0106824,8.081305633333333,0.8178011333333334
2003-12,Massachusetts,2003,21.84390635483871,0.013111225806451613,8.622227580645161,0.6917136451612903
2004-01,Massachusetts,2004,20.451773,0.014768333333333333,7.5188310000000005,0.2359925
2004-02,Massachusetts,2004,22.635903379310346,0.019120689655172413,6.283683706896552,0.1998079655172414
2004-03,Massachusetts,2004,19.33953629032258,0.02498390322580645,4.537290741935484,0.2836768870967742
2004-04,Massachusetts,2004,17.4221704,0.0274737,2.860544,0.12556101666666666
2004-05,Massachusetts,2004,14.520707032258064,0.026024193548387097,2.4368194838709676,0.17391487096774194
2004-06,Massachusetts,2004,15.822402533333333,0.028716466666666666,2.3005053,0.11762086666666667
2004-07,Massachusetts,2004,14.504710870967742,0.023913064516129033,2.3967068870967743,0.10494193548387097
2004-08,Massachusetts,2004,12.602028387096775,0.02245158064516129,2.453351129032258,0.03208083870967742
2004-09,Massachusetts,2004,13.905246666666667,0.015335366666666666,3.0307895,0.11641383333333334
2004-11,Massachusetts,2004,17.315362214285713,0.008663357142857143,3.7950339285714287,0.45714096428571427
2004-12,Massachusetts,2004,17.516018516129034,0.01069341935483871,3.063549790322581,0.4483549677419355
2005-01,Massachusetts,2005,18.999385548387096,0.012780903225806451,3.7105213387096776,0.5265031774193548
2005-02,Massachusetts,2005,21.401530428571427,0.015059535714285715,5.639659410714286,0.6609445892857143
2005-03,Massachusetts,2005,21.995253193548386,0.02359432258064516,1.8491300322580646,0.37954188709677417
2005-04,Massachusetts,2005,19.142222133333334,0.028982233333333333,1.3956988666666668,0.24248576666666666
2005-05,Massachusetts,2005,17.55819164516129,0.023063967741935483,0.39935424193548386,0.09937011290322581
2005-06,Massachusetts,2005,15.806251833333333,0.029746500000000002,0.23308058333333334,0.05457658333333333
2005-07,Massachusetts,2005,15.075856096774194,0.026692612903225808,0.9794991129032258,0.1044106935483871
2005-08,Massachusetts,2005,16.918199322580644,0.02548293548387097,0.8754319677419354,0.03448854838709677
2005-09,Massachusetts,2005,17.487412,0.019462666666666666,0.43058855,0.0293717
2005-10,Massachusetts,2005,16.251307076923077,0.013509615384615384,1.2950506346153847,0.28558242307692305
2005-11,Massachusetts,2005,21.040274076923076,0.010789076923076924,2.944809096153846,0.43094461538461537
2005-12,Massachusetts,2005,23.31978266666667,0.0062002916666666665,4.824450854166667,0.51678
2006-01,Massachusetts,2006,21.702684903225805,0.009029161290322581,4.60369285483871,0.4918547258064516
