Month_Yr,State,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
2011-01,New Mexico,2011,20.214230322580644,0.02167816129032258,0.5975528870967742,0.32971372580645164
2011-02,New Mexico,2011,18.325883872727275,0.02571292727272727,0.3554119272727273,0.2905442
2011-03,New Mexico,2011,14.331362032258065,0.03301135483870968,0.4414483870967742,0.2394589193548387
2011-04,New Mexico,2011,9.7921871,0.041183333333333336,0.34908635,0.17514055
2011-05,New Mexico,2011,8.745036903225806,0.04259264516129032,0.3926324838709677,0.1643057258064516
2011-06,New Mexico,2011,9.87559651724138,0.0411021724137931,0.5734663103448275,0.19850418965517241
2011-07,New Mexico,2011,7.822627451612903,0.04534135483870968,0.14450795161290322,0.10262751612903226
2011-08,New Mexico,2011,9.770988096774193,0.04277812903225806,0.08237948387096775,0.0929096935483871
2011-09,New Mexico,2011,10.404536379310345,0.03417251724137931,0.23527694827586207,0.11716403448275862
2011-10,New Mexico,2011,13.725112750000001,0.024425291666666668,0.4763608125,0.16866164583333335
2011-11,New Mexico,2011,17.7002464,0.0210931,0.3590957166666667,0.23858106666666667
2011-12,New Mexico,2011,20.88376272413793,0.016323620689655174,0.8795251206896552,0.35340363793103446
2012-01,New Mexico,2012,21.2947528,0.0169133,1.0803968666666666,0.32083803333333333
2012-02,New Mexico,2012,16.424904172413793,0.02631562068965517,0.7982385689655173,0.2107093103448276
2012-03,New Mexico,2012,13.1990748,0.03274283333333333,0.5723809833333333,0.17742988333333334
2012-04,New Mexico,2012,10.775078966666667,0.0418389,0.5063690333333334,0.14338635
2012-05,New Mexico,2012,8.340133677419354,0.04739051612903226,0.4630557258064516,0.11533493548387097
2012-06,New Mexico,2012,9.13767744,0.04034632,0.26364288,0.10218578
2012-07,New Mexico,2012,7.4992402903225805,0.04526467741935484,0.2072443064516129,0.07382172580645162
2012-08,New Mexico,2012,8.900212451612903,0.04349461290322581,0.30594572580645163,0.09888817741935484
2012-09,New Mexico,2012,11.0369131,0.034494533333333334,0.5384260166666667,0.12124023333333334
2012-10,New Mexico,2012,15.137882838709677,0.01988183870967742,0.7453619838709677,0.17396520967741935
2012-11,New Mexico,2012,22.3263333,0.016698266666666666,1.1030258166666667,0.3312524
2012-12,New Mexico,2012,20.434811838709678,0.01890890322580645,1.1329876935483871,0.3348129516129032
2013-01,New Mexico,2013,18.717699741935483,0.021693548387096775,1.0882658064516129,0.2793478064516129
2013-02,New Mexico,2013,15.521527785714285,0.02976889285714286,1.012069625,0.20551789285714286
2013-03,New Mexico,2013,13.520535428571428,0.03144525,1.032843142857143,0.20007578571428572
2013-04,New Mexico,2013,9.4701821,0.04057316666666667,0.87088825,0.22753688333333333
2013-05,New Mexico,2013,8.388804393442623,0.04661337704918033,0.7930549508196721,0.2404945737704918
2013-06,New Mexico,2013,7.861431925925926,0.042024185185185185,0.4332328888888889,0.1377537037037037
2013-07,New Mexico,2013,6.821829516129032,0.04710929032258065,0.5406490322580645,0.2039153064516129
2013-08,New Mexico,2013,7.8432502903225805,0.03903093548387097,0.8147607096774193,0.13732256451612904
2013-09,New Mexico,2013,8.7077677,0.0324035,0.9782093166666667,0.15965286666666667
2013-10,New Mexico,2013,11.718371741935483,0.027588193548387097,0.7019007741935483,0.19092359677419354
2013-11,New Mexico,2013,15.5338645,0.019288833333333335,0.6320337333333333,0.27907588333333333
2013-12,New Mexico,2013,17.06537548387097,0.01986516129032258,0.577056435483871,0.3063582580645161
2014-01,New Mexico,2014,17.285557967741937,0.02120161290322581,0.47111890322580646,0.30287479032258063
2014-02,New Mexico,2014,15.117902428571428,0.022883857142857143,0.21335632142857142,0.2527612321428571
2014-03,New Mexico,2014,11.686596016949153,0.032757745762711864,0.15861959322033897,0.22386943220338984
2014-04,New Mexico,2014,9.829987566666667,0.04112503333333333,0.1382719,0.21129608333333333
2014-05,New Mexico,2014,9.124381870967742,0.04075948387096774,0.9682507419354839,0.19271912903225807
2014-06,New Mexico,2014,8.584710142857142,0.03921291071428572,0.8681550714285714,0.16104454464285714
2014-07,New Mexico,2014,6.839288066666667,0.04252173333333333,0.5560744333333333,0.14530275833333334
2014-08,New Mexico,2014,8.409256967741936,0.03813141935483871,0.5229401774193548,0.15387733870967743
2014-09,New Mexico,2014,7.0066887,0.0293716,0.43011903333333334,0.14978766666666668
2014-10,New Mexico,2014,11.856260466666667,0.0259262,0.7887767666666667,0.21973418333333333
2014-11,New Mexico,2014,15.592432033333333,0.021851166666666668,0.6300734166666667,0.28062573333333335
2014-12,New Mexico,2014,17.86242870967742,0.01518609677419355,0.659044,0.350864564516129
2015-01,New Mexico,2015,18.950919,0.013764592592592592,0.5857303148148149,0.35416616666666667
2015-02,New Mexico,2015,15.777360821428571,0.020920571428571427,0.905392625,0.2751857142857143
2015-03,New Mexico,2015,12.360218741935483,0.02946774193548387,0.9908366451612903,0.22263256451612903
2015-04,New Mexico,2015,8.466748913043478,0.04102543478260869,0.7063793260869565,0.19028213043478262
2015-05,New Mexico,2015,6.516026193548387,0.041763548387096776,0.3319604193548387,0.17396295161290323
2015-06,New Mexico,2015,6.483811785714286,0.04046825,0.5554209285714286,0.15802723214285713
2015-07,New Mexico,2015,6.389399548387097,0.036915322580645164,0.7001460483870968,0.14413533870967743
2015-08,New Mexico,2015,7.420537225806452,0.039193451612903225,0.9422522903225806,0.17464425806451614
2015-09,New Mexico,2015,8.872357966666666,0.030677133333333332,0.86087195,0.19117433333333334
2015-10,New Mexico,2015,11.053938838709678,0.025127774193548388,0.3310343548387097,0.19059682258064517
