Month_Yr,State,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
2000-01,New York,2000,21.30737144262295,0.016251770491803277,10.017889540983607,0.36147409016393445
2000-02,New York,2000,26.984885607843136,0.016317862745098038,11.225426990196079,0.5507657352941177
2000-03,New York,2000,23.80604840677966,0.023978898305084744,5.564050610169492,0.34608027966101695
2000-04,New York,2000,19.15927827118644,0.027422101694915255,3.985880466101695,0.3024367627118644
2000-05,New York,2000,24.07972482022472,0.03001174157303371,4.184016179775281,0.3909798820224719
2000-06,New York,2000,22.837543897727272,0.03180469318181818,4.8506237954545455,0.46203521022727273
2000-07,New York,2000,21.1748997875,0.030471725,4.1376680125,0.41266725
2000-08,New York,2000,21.393313943502825,0.025609570621468927,4.57555604519774,0.473621988700565
2000-09,New York,2000,21.6286733,0.018978822222222223,5.490915644444445,0.45883055
2000-10,New York,2000,27.6010332972973,0.014783,7.909243854054054,0.601823254054054
2000-11,New York,2000,22.159617366666666,0.009789355555555556,10.3593767,0.52644655
2000-12,New York,2000,25.325294849462367,0.010869397849462366,14.174438978494624,0.5597108387096774
2001-01,New York,2001,32.81395362295082,0.008121131147540983,18.45966794262295,0.7796266830601093
2001-02,New York,2001,28.408778844827587,0.012549724137931035,11.489583543103448,0.5454145603448276
2001-03,New York,2001,23.740099934065935,0.02271896703296703,8.070456972527472,0.42714964835164837
2001-04,New York,2001,25.522817620689654,0.028084367816091953,6.481792936781609,0.4205990172413793
2001-05,New York,2001,24.164446744444444,0.030600355555555556,4.9667335277777775,0.4149661111111111
2001-06,New York,2001,22.04094938888889,0.03445492222222222,4.180759122222223,0.3921986111111111
2001-07,New York,2001,20.66892603157895,0.029363568421052633,3.8176816684210526,0.2923776736842105
2001-08,New York,2001,23.892176910112358,0.03328025842696629,4.90370443258427,0.4157879382022472
2001-09,New York,2001,19.220663897435898,0.022349769230769232,3.792539487179487,0.4642058076923077
2001-10,New York,2001,26.056668666666667,0.016363650406504063,7.444724463414635,0.5386451707317074
2001-11,New York,2001,27.19547298333333,0.010837033333333333,9.1913536625,0.5908750416666667
2001-12,New York,2001,25.912306765765766,0.00790290990990991,10.519218887387387,0.5869407702702703
2002-01,New York,2002,29.607933747252748,0.008113901098901099,13.363861703296703,0.535908478021978
2002-02,New York,2002,26.80028410738255,0.014655805369127518,9.877304724832214,0.4559597181208054
2002-03,New York,2002,24.930098714285716,0.019335164835164835,8.479748862637363,0.4351181538461538
2002-04,New York,2002,23.948972607142856,0.024899988095238097,5.100243494047619,0.32626533333333335
2002-05,New York,2002,21.15609329347826,0.02874216304347826,4.046470592391304,0.36994372282608695
2002-06,New York,2002,23.842175966666666,0.03311727777777778,4.236816305555555,0.3882625388888889
2002-07,New York,2002,22.129926626373628,0.03723207692307692,4.192565928571429,0.4288261153846154
2002-08,New York,2002,23.479816945054946,0.03275040659340659,3.692293675824176,0.45700182967032965
2002-09,New York,2002,19.523883927710845,0.02200398795180723,3.1163311987951805,0.46906572891566267
2002-10,New York,2002,20.730694055555556,0.016390544444444443,4.589475288888889,0.4071990111111111
2002-11,New York,2002,24.12487623880597,0.012401746268656717,8.72022608955224,0.47113350746268656
2002-12,New York,2002,27.379811860215053,0.011140376344086022,12.905162833333334,0.5582219784946236
2003-01,New York,2003,25.15028282795699,0.013380139784946236,13.695367629032258,0.5084988924731183
2003-02,New York,2003,26.515459320987656,0.01537658024691358,12.82779450617284,0.5148137345679012
2003-03,New York,2003,27.309277849462365,0.020566913978494625,8.564136811827957,0.539021252688172
2003-04,New York,2003,22.502142088607595,0.028719911392405064,4.819365297468354,0.4390839746835443
2003-05,New York,2003,25.595632015037594,0.018795766917293233,3.6329807518796993,0.6797954360902255
2003-06,New York,2003,24.530662215189874,0.03170859493670886,3.993284683544304,0.6161368924050633
2003-07,New York,2003,22.411107,0.036328954022988504,4.73534333908046,0.5152783678160919
2003-08,New York,2003,17.48212318181818,0.02860269696969697,3.8315103863636364,0.4386753181818182
2003-09,New York,2003,15.635676013513514,0.02266395945945946,2.879433797297297,0.4678015945945946
2003-10,New York,2003,21.31089029032258,0.015953043010752687,6.222723069892473,0.5514778655913979
2003-11,New York,2003,23.476262688888887,0.012143622222222223,9.27413036111111,0.6520556611111111
2003-12,New York,2003,20.96015991011236,0.01380203370786517,11.662557421348314,0.4324368314606742
2004-01,New York,2004,21.198156705521473,0.013962638036809817,13.081750972392639,0.40071269938650306
2004-02,New York,2004,25.537253785714285,0.0173245,12.026967458333333,0.4501076607142857
2004-03,New York,2004,23.258063333333332,0.022988033333333335,7.461514038888889,0.41293301111111114
2004-04,New York,2004,20.524350204545453,0.027811784090909092,4.9186520795454545,0.4225408125
2004-05,New York,2004,20.884133336956523,0.02753708695652174,3.6424102554347826,0.4459695869565217
2004-06,New York,2004,21.213565056818183,0.030810147727272728,3.842748130681818,0.40899803977272725
2004-07,New York,2004,17.472967362637362,0.029508604395604397,3.9241262197802196,0.40750015934065936
2004-08,New York,2004,16.398795243835615,0.024353950684931507,4.0613431232876716,0.4283842301369863
2004-09,New York,2004,16.648480544444446,0.0201744,3.469071872222222,0.43836105
2004-10,New York,2004,22.596902826086957,0.01093676811594203,5.34759118115942,0.4570279347826087
2004-11,New York,2004,24.205767535714287,0.010141232142857143,10.965281633928571,0.512382625
2004-12,New York,2004,22.771196505376345,0.010829397849462366,13.0860871827957,0.48234516129032257
2005-01,New York,2005,21.827309810126582,0.012342430379746836,11.291086734177215,0.4364960316455696
2005-02,New York,2005,25.28705311111111,0.01668984126984127,12.929374706349206,0.43395790476190477
